RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error
1.0213,Experiment4Metamer_ResponseGroup2.m,2,17,1,20,20,q,0
0.70272,Experiment4Metamer_ResponseGroup2.m,1,14,2,12,19,p,0
0.59549,Experiment4Metamer_ResponseGroup2.m,1,5,2,13,19,p,0
0.64902,Experiment4Metamer_ResponseGroup2.m,1,6,2,12,19,p,0
0.83242,Experiment4Metamer_ResponseGroup2.m,1,9,1,4,19,p,0
0.75045,Experiment4Metamer_ResponseGroup2.m,1,2,1,13,19,p,0
1.1211,Experiment4Metamer_ResponseGroup2.m,1,8,1,10,19,p,0
0.68308,Experiment4Metamer_ResponseGroup2.m,2,2,2,11,20,q,0
0.77362,Experiment4Metamer_ResponseGroup2.m,1,13,1,4,19,p,0
0.76054,Experiment4Metamer_ResponseGroup2.m,1,5,1,11,19,p,0
0.71065,Experiment4Metamer_ResponseGroup2.m,2,11,1,7,20,q,0
0.9778,Experiment4Metamer_ResponseGroup2.m,2,14,1,4,20,q,0
0.8183,Experiment4Metamer_ResponseGroup2.m,1,17,2,8,19,p,0
0.61809,Experiment4Metamer_ResponseGroup2.m,1,19,1,15,19,p,0
0.51093,Experiment4Metamer_ResponseGroup2.m,1,13,1,12,19,p,0
0.67216,Experiment4Metamer_ResponseGroup2.m,1,18,2,4,19,p,0
0.66,Experiment4Metamer_ResponseGroup2.m,1,8,2,5,19,p,0
0.82763,Experiment4Metamer_ResponseGroup2.m,2,4,1,14,20,q,0
1.7782,Experiment4Metamer_ResponseGroup2.m,2,18,2,17,20,q,0
0.76001,Experiment4Metamer_ResponseGroup2.m,1,1,2,20,19,p,0
0.86709,Experiment4Metamer_ResponseGroup2.m,2,20,2,9,20,q,0
0.85668,Experiment4Metamer_ResponseGroup2.m,2,15,1,18,20,q,0
0.96867,Experiment4Metamer_ResponseGroup2.m,1,20,1,15,19,p,0
0.66356,Experiment4Metamer_ResponseGroup2.m,2,4,1,18,20,q,0
0.60853,Experiment4Metamer_ResponseGroup2.m,1,3,2,15,19,p,0
0.74009,Experiment4Metamer_ResponseGroup2.m,1,8,1,1,19,p,0
0.76559,Experiment4Metamer_ResponseGroup2.m,2,7,2,8,20,q,0
0.71146,Experiment4Metamer_ResponseGroup2.m,1,4,1,18,19,p,0
0.53502,Experiment4Metamer_ResponseGroup2.m,1,15,1,3,19,p,0
0.69576,Experiment4Metamer_ResponseGroup2.m,1,2,2,2,19,p,0
0.64955,Experiment4Metamer_ResponseGroup2.m,1,14,1,16,19,p,0
0.98606,Experiment4Metamer_ResponseGroup2.m,1,12,2,3,19,p,0
0.69591,Experiment4Metamer_ResponseGroup2.m,1,6,2,7,19,p,0
0.54112,Experiment4Metamer_ResponseGroup2.m,1,7,2,3,19,p,0
0.84211,Experiment4Metamer_ResponseGroup2.m,1,12,1,17,19,p,0
0.86552,Experiment4Metamer_ResponseGroup2.m,2,17,2,17,20,q,0
0.73585,Experiment4Metamer_ResponseGroup2.m,1,4,1,8,19,p,0
0.75167,Experiment4Metamer_ResponseGroup2.m,1,19,1,4,19,p,0
1.1713,Experiment4Metamer_ResponseGroup2.m,1,17,1,11,19,p,0
1.2055,Experiment4Metamer_ResponseGroup2.m,1,11,2,16,19,p,0
0.65251,Experiment4Metamer_ResponseGroup2.m,1,12,1,13,19,p,0
0.75795,Experiment4Metamer_ResponseGroup2.m,2,5,2,13,20,q,0
0.78645,Experiment4Metamer_ResponseGroup2.m,1,19,1,7,19,p,0
0.55088,Experiment4Metamer_ResponseGroup2.m,2,7,2,18,20,q,0
0.65063,Experiment4Metamer_ResponseGroup2.m,2,5,2,20,20,q,0
0.71424,Experiment4Metamer_ResponseGroup2.m,2,14,2,15,20,q,0
0.77074,Experiment4Metamer_ResponseGroup2.m,1,9,1,2,19,p,0
0.65239,Experiment4Metamer_ResponseGroup2.m,1,4,2,8,19,p,0
0.70174,Experiment4Metamer_ResponseGroup2.m,1,15,2,12,19,p,0
0.90177,Experiment4Metamer_ResponseGroup2.m,1,20,2,7,19,p,0
0.66543,Experiment4Metamer_ResponseGroup2.m,1,3,1,6,19,p,0
0.77734,Experiment4Metamer_ResponseGroup2.m,1,8,2,18,19,p,0
0.59785,Experiment4Metamer_ResponseGroup2.m,1,9,2,3,19,p,0
0.58695,Experiment4Metamer_ResponseGroup2.m,1,13,2,2,19,p,0
0.755,Experiment4Metamer_ResponseGroup2.m,2,15,1,11,20,q,0
1.0487,Experiment4Metamer_ResponseGroup2.m,2,1,2,9,20,q,0
1.4318,Experiment4Metamer_ResponseGroup2.m,2,14,2,15,20,q,0
0.58368,Experiment4Metamer_ResponseGroup2.m,2,19,1,9,20,q,0
0.59983,Experiment4Metamer_ResponseGroup2.m,2,14,2,6,20,q,0
0.7131,Experiment4Metamer_ResponseGroup2.m,1,7,1,5,19,p,0
0.62681,Experiment4Metamer_ResponseGroup2.m,2,14,1,2,20,q,0
0.61985,Experiment4Metamer_ResponseGroup2.m,1,12,2,10,19,p,0
0.84415,Experiment4Metamer_ResponseGroup2.m,1,11,1,15,19,p,0
0.81729,Experiment4Metamer_ResponseGroup2.m,1,6,1,12,19,p,0
0.59045,Experiment4Metamer_ResponseGroup2.m,1,5,2,6,19,p,0
0.63172,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0
0.60801,Experiment4Metamer_ResponseGroup2.m,1,7,2,1,19,p,0
0.68832,Experiment4Metamer_ResponseGroup2.m,2,13,2,4,20,q,0
0.86039,Experiment4Metamer_ResponseGroup2.m,1,11,2,11,19,p,0
0.5098,Experiment4Metamer_ResponseGroup2.m,1,13,1,11,19,p,0
0.6311,Experiment4Metamer_ResponseGroup2.m,2,13,2,1,20,q,0
0.52655,Experiment4Metamer_ResponseGroup2.m,1,17,2,15,19,p,0
0.63247,Experiment4Metamer_ResponseGroup2.m,1,7,2,4,19,p,0
0.63984,Experiment4Metamer_ResponseGroup2.m,1,9,2,7,19,p,0
0.88989,Experiment4Metamer_ResponseGroup2.m,2,16,1,3,20,q,0
0.73458,Experiment4Metamer_ResponseGroup2.m,1,10,2,11,19,p,0
0.9276,Experiment4Metamer_ResponseGroup2.m,2,11,1,19,20,q,0
0.91073,Experiment4Metamer_ResponseGroup2.m,2,10,1,19,20,q,0
0.65936,Experiment4Metamer_ResponseGroup2.m,1,14,2,13,19,p,0
0.70614,Experiment4Metamer_ResponseGroup2.m,1,10,1,6,19,p,0
0.77547,Experiment4Metamer_ResponseGroup2.m,2,11,2,18,20,q,0
0.66473,Experiment4Metamer_ResponseGroup2.m,1,14,2,20,19,p,0
0.80035,Experiment4Metamer_ResponseGroup2.m,2,13,2,5,20,q,0
0.66934,Experiment4Metamer_ResponseGroup2.m,1,5,1,8,19,p,0
0.93369,Experiment4Metamer_ResponseGroup2.m,2,7,1,7,20,q,0
0.64129,Experiment4Metamer_ResponseGroup2.m,2,3,1,19,20,q,0
0.91535,Experiment4Metamer_ResponseGroup2.m,2,4,2,15,20,q,0
0.56773,Experiment4Metamer_ResponseGroup2.m,2,8,1,18,20,q,0
0.68558,Experiment4Metamer_ResponseGroup2.m,2,2,2,1,20,q,0
0.77917,Experiment4Metamer_ResponseGroup2.m,2,7,2,20,20,q,0
0.57297,Experiment4Metamer_ResponseGroup2.m,1,14,1,14,19,p,0
0.94373,Experiment4Metamer_ResponseGroup2.m,1,5,1,7,19,p,0
1.2695,Experiment4Metamer_ResponseGroup2.m,1,4,2,19,19,p,0
0.64686,Experiment4Metamer_ResponseGroup2.m,2,16,2,12,20,q,0
1.0722,Experiment4Metamer_ResponseGroup2.m,1,14,2,10,19,p,0
0.81388,Experiment4Metamer_ResponseGroup2.m,1,15,2,18,19,p,0
0.59494,Experiment4Metamer_ResponseGroup2.m,2,15,1,7,20,q,0
0.97696,Experiment4Metamer_ResponseGroup2.m,1,2,2,20,19,p,0
0.72453,Experiment4Metamer_ResponseGroup2.m,2,13,2,3,20,q,0
0.75191,Experiment4Metamer_ResponseGroup2.m,2,11,2,15,20,q,0
1.8032,Experiment4Metamer_ResponseGroup2.m,2,14,1,1,20,q,0
0.73813,Experiment4Metamer_ResponseGroup2.m,1,1,2,16,19,p,0
1.9233,Experiment4Metamer_ResponseGroup2.m,2,10,1,8,20,q,0
0.60521,Experiment4Metamer_ResponseGroup2.m,1,6,1,11,19,p,0
1.0125,Experiment4Metamer_ResponseGroup2.m,2,17,1,2,20,q,0
0.82775,Experiment4Metamer_ResponseGroup2.m,2,10,2,10,20,q,0
1.1725,Experiment4Metamer_ResponseGroup2.m,2,19,1,10,20,q,0
0.69635,Experiment4Metamer_ResponseGroup2.m,2,1,1,10,20,q,0
0.56879,Experiment4Metamer_ResponseGroup2.m,1,12,1,14,19,p,0
0.48519,Experiment4Metamer_ResponseGroup2.m,1,3,1,19,19,p,0
0.70893,Experiment4Metamer_ResponseGroup2.m,1,2,1,18,19,p,0
0.74766,Experiment4Metamer_ResponseGroup2.m,1,14,1,14,19,p,0
0.76865,Experiment4Metamer_ResponseGroup2.m,2,5,1,6,20,q,0
0.64024,Experiment4Metamer_ResponseGroup2.m,1,1,2,8,19,p,0
0.80887,Experiment4Metamer_ResponseGroup2.m,1,4,1,16,19,p,0
0.6237,Experiment4Metamer_ResponseGroup2.m,1,20,1,6,19,p,0
0.81653,Experiment4Metamer_ResponseGroup2.m,1,17,2,1,19,p,0
0.20829,Experiment4Metamer_ResponseGroup2.m,1,1,1,20,19,p,0
0.54991,Experiment4Metamer_ResponseGroup2.m,2,16,1,19,20,q,0
1.465,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0
0.69937,Experiment4Metamer_ResponseGroup2.m,1,1,1,16,19,p,0
0.6287,Experiment4Metamer_ResponseGroup2.m,1,13,2,14,19,p,0
0.68961,Experiment4Metamer_ResponseGroup2.m,1,20,2,14,19,p,0
0.86109,Experiment4Metamer_ResponseGroup2.m,1,4,2,17,19,p,0
0.68325,Experiment4Metamer_ResponseGroup2.m,1,17,1,1,19,p,0
0.68249,Experiment4Metamer_ResponseGroup2.m,1,8,1,15,19,p,0
0.63231,Experiment4Metamer_ResponseGroup2.m,2,7,1,9,20,q,0
0.61996,Experiment4Metamer_ResponseGroup2.m,2,16,2,1,20,q,0
0.90628,Experiment4Metamer_ResponseGroup2.m,2,6,2,20,20,q,0
0.68489,Experiment4Metamer_ResponseGroup2.m,1,11,1,14,19,p,0
0.75831,Experiment4Metamer_ResponseGroup2.m,2,11,2,1,20,q,0
0.58154,Experiment4Metamer_ResponseGroup2.m,1,8,1,18,19,p,0
0.69316,Experiment4Metamer_ResponseGroup2.m,1,6,2,5,19,p,0
0.67852,Experiment4Metamer_ResponseGroup2.m,2,2,2,5,20,q,0
0.61485,Experiment4Metamer_ResponseGroup2.m,1,7,2,19,19,p,0
0.801,Experiment4Metamer_ResponseGroup2.m,2,11,2,19,20,q,0
0.68017,Experiment4Metamer_ResponseGroup2.m,2,2,1,15,20,q,0
0.90262,Experiment4Metamer_ResponseGroup2.m,2,15,1,18,20,q,0
0.8453,Experiment4Metamer_ResponseGroup2.m,2,16,1,13,20,q,0
0.60719,Experiment4Metamer_ResponseGroup2.m,2,7,2,10,20,q,0
0.80666,Experiment4Metamer_ResponseGroup2.m,2,13,2,17,20,q,0
0.85569,Experiment4Metamer_ResponseGroup2.m,1,2,2,17,19,p,0
0.79853,Experiment4Metamer_ResponseGroup2.m,2,13,1,1,20,q,0
0.60071,Experiment4Metamer_ResponseGroup2.m,1,4,1,2,19,p,0
0.58655,Experiment4Metamer_ResponseGroup2.m,2,6,2,9,20,q,0
0.62581,Experiment4Metamer_ResponseGroup2.m,2,2,2,4,20,q,0
0.82769,Experiment4Metamer_ResponseGroup2.m,2,12,1,15,20,q,0
0.6863,Experiment4Metamer_ResponseGroup2.m,1,19,1,13,19,p,0
0.71322,Experiment4Metamer_ResponseGroup2.m,2,7,1,5,20,q,0
0.88081,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0
0.60565,Experiment4Metamer_ResponseGroup2.m,1,11,1,17,19,p,0
0.7521,Experiment4Metamer_ResponseGroup2.m,2,11,1,5,20,q,0
1.4225,Experiment4Metamer_ResponseGroup2.m,1,13,2,17,19,p,0
0.57738,Experiment4Metamer_ResponseGroup2.m,2,6,1,11,20,q,0
0.80193,Experiment4Metamer_ResponseGroup2.m,2,9,2,2,20,q,0
0.61014,Experiment4Metamer_ResponseGroup2.m,2,5,1,3,20,q,0
0.56485,Experiment4Metamer_ResponseGroup2.m,1,15,1,20,19,p,0
0.6747,Experiment4Metamer_ResponseGroup2.m,2,14,2,16,20,q,0
1.1537,Experiment4Metamer_ResponseGroup2.m,1,10,1,8,19,p,0
0.80973,Experiment4Metamer_ResponseGroup2.m,2,2,1,1,20,q,0
0.81383,Experiment4Metamer_ResponseGroup2.m,2,7,1,1,20,q,0
0.7468,Experiment4Metamer_ResponseGroup2.m,1,16,1,19,19,p,0
0.77067,Experiment4Metamer_ResponseGroup2.m,1,1,2,8,19,p,0
0.64136,Experiment4Metamer_ResponseGroup2.m,2,7,2,11,20,q,0
0.99248,Experiment4Metamer_ResponseGroup2.m,2,14,2,11,20,q,0
0.77946,Experiment4Metamer_ResponseGroup2.m,2,19,1,5,20,q,0
0.64644,Experiment4Metamer_ResponseGroup2.m,2,15,1,19,20,q,0
0.58493,Experiment4Metamer_ResponseGroup2.m,2,17,1,8,20,q,0
0.64055,Experiment4Metamer_ResponseGroup2.m,2,15,2,18,20,q,0
0.60207,Experiment4Metamer_ResponseGroup2.m,2,19,1,8,20,q,0
0.55028,Experiment4Metamer_ResponseGroup2.m,2,16,2,16,20,q,0
0.62905,Experiment4Metamer_ResponseGroup2.m,2,3,1,13,20,q,0
0.54954,Experiment4Metamer_ResponseGroup2.m,2,7,1,15,20,q,0
0.69275,Experiment4Metamer_ResponseGroup2.m,1,20,1,2,19,p,0
0.68068,Experiment4Metamer_ResponseGroup2.m,2,5,1,12,20,q,0
0.83423,Experiment4Metamer_ResponseGroup2.m,1,12,2,9,19,p,0
0.70077,Experiment4Metamer_ResponseGroup2.m,1,7,1,6,19,p,0
1.0153,Experiment4Metamer_ResponseGroup2.m,2,14,1,2,20,q,0
0.65706,Experiment4Metamer_ResponseGroup2.m,2,15,2,10,20,q,0
0.75423,Experiment4Metamer_ResponseGroup2.m,2,1,1,6,20,q,0
0.60014,Experiment4Metamer_ResponseGroup2.m,1,13,2,4,19,p,0
0.64804,Experiment4Metamer_ResponseGroup2.m,1,17,2,1,19,p,0
0.57001,Experiment4Metamer_ResponseGroup2.m,1,20,1,4,19,p,0
0.71837,Experiment4Metamer_ResponseGroup2.m,2,13,1,5,20,q,0
0.854,Experiment4Metamer_ResponseGroup2.m,2,4,1,13,20,q,0
0.81037,Experiment4Metamer_ResponseGroup2.m,2,17,1,1,20,q,0
0.54133,Experiment4Metamer_ResponseGroup2.m,2,3,2,8,20,q,0
0.83014,Experiment4Metamer_ResponseGroup2.m,2,12,2,3,20,q,0
0.87291,Experiment4Metamer_ResponseGroup2.m,1,18,1,5,19,p,0
0.48739,Experiment4Metamer_ResponseGroup2.m,2,5,1,9,20,q,0
0.8667,Experiment4Metamer_ResponseGroup2.m,1,4,2,14,19,p,0
0.60753,Experiment4Metamer_ResponseGroup2.m,2,2,2,2,20,q,0
0.67792,Experiment4Metamer_ResponseGroup2.m,1,3,2,9,19,p,0
0.66365,Experiment4Metamer_ResponseGroup2.m,2,3,1,15,20,q,0
0.9944,Experiment4Metamer_ResponseGroup2.m,1,16,1,6,19,p,0
0.74472,Experiment4Metamer_ResponseGroup2.m,2,3,2,2,20,q,0
1.0243,Experiment4Metamer_ResponseGroup2.m,1,18,2,17,19,p,0
1.1436,Experiment4Metamer_ResponseGroup2.m,2,13,1,7,20,q,0
0.84021,Experiment4Metamer_ResponseGroup2.m,2,15,2,13,20,q,0
1.3071,Experiment4Metamer_ResponseGroup2.m,2,7,2,3,20,q,0
0.57484,Experiment4Metamer_ResponseGroup2.m,1,5,1,19,19,p,0
0.65469,Experiment4Metamer_ResponseGroup2.m,2,3,1,14,20,q,0
1.2068,Experiment4Metamer_ResponseGroup2.m,1,3,1,19,19,p,0
0.85808,Experiment4Metamer_ResponseGroup2.m,2,9,2,9,20,q,0
0.81168,Experiment4Metamer_ResponseGroup2.m,2,15,1,3,20,q,0
0.7398,Experiment4Metamer_ResponseGroup2.m,1,10,1,14,19,p,0
0.75682,Experiment4Metamer_ResponseGroup2.m,1,9,2,11,19,p,0
0.66111,Experiment4Metamer_ResponseGroup2.m,1,1,2,7,19,p,0
0.9842,Experiment4Metamer_ResponseGroup2.m,1,19,1,9,19,p,0
0.64104,Experiment4Metamer_ResponseGroup2.m,2,1,1,12,20,q,0
0.61295,Experiment4Metamer_ResponseGroup2.m,2,3,2,19,20,q,0
0.62971,Experiment4Metamer_ResponseGroup2.m,1,4,1,9,19,p,0
0.91394,Experiment4Metamer_ResponseGroup2.m,2,17,2,8,20,q,0
0.87521,Experiment4Metamer_ResponseGroup2.m,2,13,2,7,20,q,0
0.89906,Experiment4Metamer_ResponseGroup2.m,2,2,1,15,20,q,0
0.85156,Experiment4Metamer_ResponseGroup2.m,2,16,2,16,20,q,0
0.76413,Experiment4Metamer_ResponseGroup2.m,2,1,1,4,20,q,0
0.81275,Experiment4Metamer_ResponseGroup2.m,2,3,1,11,20,q,0
0.78312,Experiment4Metamer_ResponseGroup2.m,2,18,1,14,20,q,0
1.066,Experiment4Metamer_ResponseGroup2.m,1,20,1,5,19,p,0
0.74065,Experiment4Metamer_ResponseGroup2.m,2,8,2,2,20,q,0
0.71394,Experiment4Metamer_ResponseGroup2.m,2,1,2,17,20,q,0
0.70289,Experiment4Metamer_ResponseGroup2.m,2,18,1,9,20,q,0
0.81299,Experiment4Metamer_ResponseGroup2.m,1,6,1,2,19,p,0
0.61288,Experiment4Metamer_ResponseGroup2.m,2,4,2,5,20,q,0
0.89339,Experiment4Metamer_ResponseGroup2.m,1,9,2,8,19,p,0
0.81295,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0
0.83329,Experiment4Metamer_ResponseGroup2.m,1,18,1,20,19,p,0
1.1272,Experiment4Metamer_ResponseGroup2.m,2,2,2,6,20,q,0
0.90706,Experiment4Metamer_ResponseGroup2.m,1,5,2,7,19,p,0
0.7835,Experiment4Metamer_ResponseGroup2.m,2,3,1,14,20,q,0
0.71065,Experiment4Metamer_ResponseGroup2.m,2,1,1,17,20,q,0
0.98128,Experiment4Metamer_ResponseGroup2.m,2,18,1,8,20,q,0
0.72502,Experiment4Metamer_ResponseGroup2.m,2,8,1,17,20,q,0
0.87416,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0
0.89292,Experiment4Metamer_ResponseGroup2.m,2,7,1,14,20,q,0
0.66229,Experiment4Metamer_ResponseGroup2.m,1,15,1,17,19,p,0
0.71954,Experiment4Metamer_ResponseGroup2.m,2,18,2,4,20,q,0
0.95801,Experiment4Metamer_ResponseGroup2.m,1,17,1,4,19,p,0
0.82461,Experiment4Metamer_ResponseGroup2.m,1,15,2,1,19,p,0
0.74007,Experiment4Metamer_ResponseGroup2.m,2,17,2,16,20,q,0
0.91663,Experiment4Metamer_ResponseGroup2.m,1,10,1,17,19,p,0
0.5416,Experiment4Metamer_ResponseGroup2.m,1,15,1,20,19,p,0
0.62839,Experiment4Metamer_ResponseGroup2.m,1,10,2,16,19,p,0
0.55988,Experiment4Metamer_ResponseGroup2.m,1,11,1,11,19,p,0
0.53059,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0
0.73558,Experiment4Metamer_ResponseGroup2.m,2,13,2,11,20,q,0
0.75398,Experiment4Metamer_ResponseGroup2.m,1,12,1,8,19,p,0
1.1698,Experiment4Metamer_ResponseGroup2.m,2,2,1,9,20,q,0
0.79718,Experiment4Metamer_ResponseGroup2.m,2,2,1,19,20,q,0
0.70649,Experiment4Metamer_ResponseGroup2.m,1,14,1,16,19,p,0
0.74994,Experiment4Metamer_ResponseGroup2.m,2,5,1,17,20,q,0
0.83103,Experiment4Metamer_ResponseGroup2.m,1,10,2,12,19,p,0
0.6256,Experiment4Metamer_ResponseGroup2.m,1,3,2,11,19,p,0
0.72928,Experiment4Metamer_ResponseGroup2.m,2,18,2,19,20,q,0
0.55035,Experiment4Metamer_ResponseGroup2.m,1,18,2,10,19,p,0
0.73417,Experiment4Metamer_ResponseGroup2.m,2,8,1,13,20,q,0
0.75069,Experiment4Metamer_ResponseGroup2.m,1,1,2,12,19,p,0
0.72859,Experiment4Metamer_ResponseGroup2.m,2,8,2,16,20,q,0
0.61375,Experiment4Metamer_ResponseGroup2.m,2,10,1,11,20,q,0
1.1902,Experiment4Metamer_ResponseGroup2.m,2,10,2,9,20,q,0
0.65582,Experiment4Metamer_ResponseGroup2.m,1,15,1,7,19,p,0
0.75149,Experiment4Metamer_ResponseGroup2.m,2,1,1,16,20,q,0
0.71736,Experiment4Metamer_ResponseGroup2.m,1,15,1,8,19,p,0
0.57226,Experiment4Metamer_ResponseGroup2.m,2,10,2,1,20,q,0
0.86419,Experiment4Metamer_ResponseGroup2.m,2,2,2,18,20,q,0
0.71674,Experiment4Metamer_ResponseGroup2.m,2,3,2,20,20,q,0
0.57055,Experiment4Metamer_ResponseGroup2.m,1,18,2,2,19,p,0
1.015,Experiment4Metamer_ResponseGroup2.m,1,20,1,9,19,p,0
0.81544,Experiment4Metamer_ResponseGroup2.m,1,17,2,17,19,p,0
0.7432,Experiment4Metamer_ResponseGroup2.m,1,10,2,10,19,p,0
0.80987,Experiment4Metamer_ResponseGroup2.m,2,7,2,15,20,q,0
0.62214,Experiment4Metamer_ResponseGroup2.m,2,18,2,8,20,q,0
0.81435,Experiment4Metamer_ResponseGroup2.m,1,9,2,6,19,p,0
0.5983,Experiment4Metamer_ResponseGroup2.m,2,19,2,20,20,q,0
0.74649,Experiment4Metamer_ResponseGroup2.m,1,16,1,18,19,p,0
0.65491,Experiment4Metamer_ResponseGroup2.m,2,12,1,12,20,q,0
0.67294,Experiment4Metamer_ResponseGroup2.m,2,15,2,7,20,q,0
0.67303,Experiment4Metamer_ResponseGroup2.m,1,16,2,16,19,p,0
0.53697,Experiment4Metamer_ResponseGroup2.m,1,18,2,19,19,p,0
0.83009,Experiment4Metamer_ResponseGroup2.m,2,2,2,6,20,q,0
