RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,,,,Error rate
0.98561,Experiment4Metamer_ResponseGroup1.m,2,19,2,2,19,p,0,,,,
0.71262,Experiment4Metamer_ResponseGroup1.m,2,8,1,10,19,p,0,,,,
0.93819,Experiment4Metamer_ResponseGroup1.m,1,13,1,6,20,q,0,,,,
0.70158,Experiment4Metamer_ResponseGroup1.m,2,3,2,15,19,p,0,,,,
0.86887,Experiment4Metamer_ResponseGroup1.m,1,11,2,6,20,q,0,,,,
0.70128,Experiment4Metamer_ResponseGroup1.m,2,3,2,16,19,p,0,,,,
0.69581,Experiment4Metamer_ResponseGroup1.m,2,6,1,4,19,p,0,,,,
0.6994,Experiment4Metamer_ResponseGroup1.m,1,13,1,9,20,q,0,,,,
0.8474,Experiment4Metamer_ResponseGroup1.m,2,14,2,18,19,p,0,,,,
0.77792,Experiment4Metamer_ResponseGroup1.m,2,8,1,6,19,p,0,,,,
0.49787,Experiment4Metamer_ResponseGroup1.m,2,6,2,3,19,p,0,,,,
0.86346,Experiment4Metamer_ResponseGroup1.m,2,10,2,10,19,p,0,,,,
1.0632,Experiment4Metamer_ResponseGroup1.m,1,20,1,3,20,q,0,,,,
0.79021,Experiment4Metamer_ResponseGroup1.m,2,11,2,10,19,p,0,,,,
1.0666,Experiment4Metamer_ResponseGroup1.m,2,11,2,16,19,p,0,,,,
0.95672,Experiment4Metamer_ResponseGroup1.m,2,19,2,3,19,p,0,,,,
1.0403,Experiment4Metamer_ResponseGroup1.m,1,12,2,17,20,q,0,,,,
0.79082,Experiment4Metamer_ResponseGroup1.m,2,16,2,10,19,p,0,,,,
1.2022,Experiment4Metamer_ResponseGroup1.m,1,17,1,8,20,q,0,,,,
0.8637,Experiment4Metamer_ResponseGroup1.m,2,13,2,20,19,p,0,,,,
0.79027,Experiment4Metamer_ResponseGroup1.m,1,8,2,17,20,q,0,,,,
0.77227,Experiment4Metamer_ResponseGroup1.m,2,3,2,8,19,p,0,,,,
0.61122,Experiment4Metamer_ResponseGroup1.m,2,17,2,12,19,p,0,,,,
0.58365,Experiment4Metamer_ResponseGroup1.m,1,19,2,1,20,q,0,,,,
0.74793,Experiment4Metamer_ResponseGroup1.m,2,1,2,8,19,p,0,,,,
0.60117,Experiment4Metamer_ResponseGroup1.m,2,1,2,6,19,p,0,,,,
0.69736,Experiment4Metamer_ResponseGroup1.m,2,13,2,19,19,p,0,,,,
0.22298,Experiment4Metamer_ResponseGroup1.m,1,16,1,2,20,q,0,,,,
0.34625,Experiment4Metamer_ResponseGroup1.m,1,5,2,17,20,q,0,,,,
0.25683,Experiment4Metamer_ResponseGroup1.m,1,16,1,2,20,q,0,,,,
0.29098,Experiment4Metamer_ResponseGroup1.m,2,1,1,17,19,p,0,,,,
0.71527,Experiment4Metamer_ResponseGroup1.m,2,18,1,19,19,p,0,,,,
0.30271,Experiment4Metamer_ResponseGroup1.m,2,13,1,14,19,p,0,,,,
0.38732,Experiment4Metamer_ResponseGroup1.m,2,20,1,2,19,p,0,,,,
0.94849,Experiment4Metamer_ResponseGroup1.m,2,9,1,14,19,p,0,,,,
0.60963,Experiment4Metamer_ResponseGroup1.m,2,15,2,19,19,p,0,,,,
0.33372,Experiment4Metamer_ResponseGroup1.m,2,5,2,17,19,p,0,,,,
0.41486,Experiment4Metamer_ResponseGroup1.m,2,7,1,1,19,p,0,,,,
0.45654,Experiment4Metamer_ResponseGroup1.m,2,20,2,14,19,p,0,,,,
1.694,Experiment4Metamer_ResponseGroup1.m,1,1,1,13,20,q,0,,,,
0.5983,Experiment4Metamer_ResponseGroup1.m,2,15,2,15,19,p,0,,,,
0.87942,Experiment4Metamer_ResponseGroup1.m,2,15,2,14,19,p,0,,,,
0.0017678,Experiment4Metamer_ResponseGroup1.m,1,18,2,18,20,q,0,,,,
0.6872,Experiment4Metamer_ResponseGroup1.m,1,12,1,16,20,q,0,,,,
0.40208,Experiment4Metamer_ResponseGroup1.m,2,19,2,9,19,p,0,,,,
0.050667,Experiment4Metamer_ResponseGroup1.m,1,14,2,7,20,q,0,,,,
0.68673,Experiment4Metamer_ResponseGroup1.m,2,6,1,20,19,p,0,,,,
0.27252,Experiment4Metamer_ResponseGroup1.m,2,9,1,4,19,p,0,,,,
0.65034,Experiment4Metamer_ResponseGroup1.m,1,8,2,5,20,q,0,,,,
0.27531,Experiment4Metamer_ResponseGroup1.m,2,2,1,4,19,p,0,,,,
0.54237,Experiment4Metamer_ResponseGroup1.m,2,12,1,10,19,p,0,,,,
1.3246,Experiment4Metamer_ResponseGroup1.m,2,10,2,13,19,p,0,,,,
0.70318,Experiment4Metamer_ResponseGroup1.m,1,10,2,18,20,q,0,,,,
0.5604,Experiment4Metamer_ResponseGroup1.m,1,14,1,12,20,q,0,,,,
0.34846,Experiment4Metamer_ResponseGroup1.m,1,9,2,19,20,q,0,,,,
0.42829,Experiment4Metamer_ResponseGroup1.m,1,16,2,10,20,q,0,,,,
0.35214,Experiment4Metamer_ResponseGroup1.m,1,3,1,12,20,q,0,,,,
0.37734,Experiment4Metamer_ResponseGroup1.m,1,11,1,14,20,q,0,,,,
0.2916,Experiment4Metamer_ResponseGroup1.m,2,14,2,17,19,p,0,,,,
0.20903,Experiment4Metamer_ResponseGroup1.m,1,8,1,13,20,q,0,,,,
0.0017882,Experiment4Metamer_ResponseGroup1.m,1,8,1,20,20,q,0,,,,
0.63663,Experiment4Metamer_ResponseGroup1.m,2,6,1,13,19,p,0,,,,
1.2613,Experiment4Metamer_ResponseGroup1.m,2,13,2,20,19,p,0,,,,
0.36558,Experiment4Metamer_ResponseGroup1.m,1,5,2,11,20,q,0,,,,
0.44542,Experiment4Metamer_ResponseGroup1.m,1,14,1,15,20,q,0,,,,
0.85477,Experiment4Metamer_ResponseGroup1.m,2,11,2,14,19,p,0,,,,
1.3555,Experiment4Metamer_ResponseGroup1.m,1,19,1,14,20,q,0,,,,
0.75672,Experiment4Metamer_ResponseGroup1.m,1,20,2,4,20,q,0,,,,
1.1408,Experiment4Metamer_ResponseGroup1.m,2,14,1,3,19,p,0,,,,
0.86619,Experiment4Metamer_ResponseGroup1.m,2,20,1,2,19,p,0,,,,
0.71967,Experiment4Metamer_ResponseGroup1.m,2,12,2,13,19,p,0,,,,
0.76959,Experiment4Metamer_ResponseGroup1.m,1,10,2,18,20,q,0,,,,
0.67227,Experiment4Metamer_ResponseGroup1.m,2,11,2,9,19,p,0,,,,
0.6281,Experiment4Metamer_ResponseGroup1.m,2,13,1,1,19,p,0,,,,
0.91928,Experiment4Metamer_ResponseGroup1.m,2,14,1,17,19,p,0,,,,
0.53378,Experiment4Metamer_ResponseGroup1.m,2,10,2,16,19,p,0,,,,
0.6891,Experiment4Metamer_ResponseGroup1.m,1,20,1,20,20,q,0,,,,
0.58236,Experiment4Metamer_ResponseGroup1.m,2,2,1,18,19,p,0,,,,
0.7003,Experiment4Metamer_ResponseGroup1.m,1,14,1,16,20,q,0,,,,
0.5204,Experiment4Metamer_ResponseGroup1.m,2,12,1,5,19,p,0,,,,
0.31175,Experiment4Metamer_ResponseGroup1.m,1,20,1,19,20,q,0,,,,
0.71697,Experiment4Metamer_ResponseGroup1.m,1,8,2,7,20,q,0,,,,
0.67161,Experiment4Metamer_ResponseGroup1.m,2,15,1,16,19,p,0,,,,
0.67776,Experiment4Metamer_ResponseGroup1.m,2,10,1,18,19,p,0,,,,
0.4438,Experiment4Metamer_ResponseGroup1.m,1,9,2,1,20,q,0,,,,
0.52801,Experiment4Metamer_ResponseGroup1.m,2,12,2,7,19,p,0,,,,
0.76196,Experiment4Metamer_ResponseGroup1.m,2,11,1,6,19,p,0,,,,
0.68313,Experiment4Metamer_ResponseGroup1.m,2,3,1,16,19,p,0,,,,
0.53741,Experiment4Metamer_ResponseGroup1.m,2,6,2,6,19,p,0,,,,
0.49841,Experiment4Metamer_ResponseGroup1.m,2,9,2,18,19,p,0,,,,
0.89022,Experiment4Metamer_ResponseGroup1.m,2,9,1,20,19,p,0,,,,
0.8844,Experiment4Metamer_ResponseGroup1.m,2,15,1,13,19,p,0,,,,
0.66686,Experiment4Metamer_ResponseGroup1.m,1,4,1,9,20,q,0,,,,
0.56815,Experiment4Metamer_ResponseGroup1.m,2,1,1,2,19,p,0,,,,
0.8237,Experiment4Metamer_ResponseGroup1.m,1,15,2,7,20,q,0,,,,
0.77415,Experiment4Metamer_ResponseGroup1.m,1,1,2,2,20,q,0,,,,
0.70174,Experiment4Metamer_ResponseGroup1.m,1,20,2,19,20,q,0,,,,
1.0557,Experiment4Metamer_ResponseGroup1.m,1,7,2,10,20,q,0,,,,
0.41439,Experiment4Metamer_ResponseGroup1.m,1,12,1,16,20,q,0,,,,
1.1809,Experiment4Metamer_ResponseGroup1.m,2,13,1,3,19,p,0,,,,
0.8544,Experiment4Metamer_ResponseGroup1.m,1,5,1,6,20,q,0,,,,
0.67702,Experiment4Metamer_ResponseGroup1.m,1,11,1,20,20,q,0,,,,
0.79804,Experiment4Metamer_ResponseGroup1.m,2,10,1,13,19,p,0,,,,
0.67729,Experiment4Metamer_ResponseGroup1.m,2,3,1,8,19,p,0,,,,
0.7793,Experiment4Metamer_ResponseGroup1.m,2,16,1,9,19,p,0,,,,
0.68797,Experiment4Metamer_ResponseGroup1.m,2,15,2,6,19,p,0,,,,
0.84385,Experiment4Metamer_ResponseGroup1.m,1,17,1,20,20,q,0,,,,
0.72732,Experiment4Metamer_ResponseGroup1.m,1,18,1,10,20,q,0,,,,
0.86867,Experiment4Metamer_ResponseGroup1.m,1,13,1,7,20,q,0,,,,
1.0964,Experiment4Metamer_ResponseGroup1.m,1,13,2,8,20,q,0,,,,
0.88868,Experiment4Metamer_ResponseGroup1.m,1,5,1,20,20,q,0,,,,
0.7171,Experiment4Metamer_ResponseGroup1.m,1,7,2,3,20,q,0,,,,
0.81706,Experiment4Metamer_ResponseGroup1.m,1,6,2,15,20,q,0,,,,
0.4701,Experiment4Metamer_ResponseGroup1.m,1,20,2,5,20,q,0,,,,
0.86794,Experiment4Metamer_ResponseGroup1.m,1,16,2,4,20,q,0,,,,
0.925,Experiment4Metamer_ResponseGroup1.m,1,1,1,20,20,q,0,,,,
0.60087,Experiment4Metamer_ResponseGroup1.m,1,15,2,10,20,q,0,,,,
0.81438,Experiment4Metamer_ResponseGroup1.m,2,20,2,7,19,p,0,,,,
0.98546,Experiment4Metamer_ResponseGroup1.m,1,15,2,20,20,q,0,,,,
0.88224,Experiment4Metamer_ResponseGroup1.m,2,3,1,5,19,p,0,,,,
1.2302,Experiment4Metamer_ResponseGroup1.m,1,12,1,15,20,q,0,,,,
0.78274,Experiment4Metamer_ResponseGroup1.m,2,19,1,17,19,p,0,,,,
1.1068,Experiment4Metamer_ResponseGroup1.m,1,12,1,16,20,q,0,,,,
0.68626,Experiment4Metamer_ResponseGroup1.m,2,17,1,19,19,p,0,,,,
0.5458,Experiment4Metamer_ResponseGroup1.m,2,9,2,16,19,p,0,,,,
0.0019309,Experiment4Metamer_ResponseGroup1.m,2,12,1,3,19,p,0,,,,
0.4614,Experiment4Metamer_ResponseGroup1.m,2,7,2,5,19,p,0,,,,
0.38858,Experiment4Metamer_ResponseGroup1.m,2,8,1,7,19,p,0,,,,
0.59464,Experiment4Metamer_ResponseGroup1.m,2,13,2,20,19,p,0,,,,
0.90717,Experiment4Metamer_ResponseGroup1.m,1,9,1,1,20,q,0,,,,
0.46471,Experiment4Metamer_ResponseGroup1.m,1,15,1,1,20,q,0,,,,
0.64039,Experiment4Metamer_ResponseGroup1.m,2,4,1,7,19,p,0,,,,
0.6001,Experiment4Metamer_ResponseGroup1.m,1,1,1,15,20,q,0,,,,
1.1405,Experiment4Metamer_ResponseGroup1.m,2,2,1,18,19,p,0,,,,
0.7,Experiment4Metamer_ResponseGroup1.m,1,17,2,2,20,q,0,,,,
0.69838,Experiment4Metamer_ResponseGroup1.m,1,20,1,2,20,q,0,,,,
0.60287,Experiment4Metamer_ResponseGroup1.m,2,14,2,12,19,p,0,,,,
0.60028,Experiment4Metamer_ResponseGroup1.m,1,5,2,17,20,q,0,,,,
0.48876,Experiment4Metamer_ResponseGroup1.m,1,9,2,7,20,q,0,,,,
0.59517,Experiment4Metamer_ResponseGroup1.m,1,19,2,4,20,q,0,,,,
0.70347,Experiment4Metamer_ResponseGroup1.m,1,4,1,18,20,q,0,,,,
0.66118,Experiment4Metamer_ResponseGroup1.m,1,13,1,8,20,q,0,,,,
0.29312,Experiment4Metamer_ResponseGroup1.m,1,1,1,7,20,q,0,,,,
0.49205,Experiment4Metamer_ResponseGroup1.m,1,16,2,1,20,q,0,,,,
0.0017631,Experiment4Metamer_ResponseGroup1.m,1,2,2,6,20,q,0,,,,
0.0018605,Experiment4Metamer_ResponseGroup1.m,1,3,1,20,20,q,0,,,,
0.23834,Experiment4Metamer_ResponseGroup1.m,1,14,2,14,20,q,0,,,,
0.0017506,Experiment4Metamer_ResponseGroup1.m,1,6,1,14,20,q,0,,,,
0.1677,Experiment4Metamer_ResponseGroup1.m,1,14,2,1,20,q,0,,,,
0.015078,Experiment4Metamer_ResponseGroup1.m,2,11,2,13,19,p,0,,,,
0.0019774,Experiment4Metamer_ResponseGroup1.m,2,4,2,4,19,p,0,,,,
0.0020843,Experiment4Metamer_ResponseGroup1.m,2,7,1,17,19,p,0,,,,
0.0017731,Experiment4Metamer_ResponseGroup1.m,2,17,2,7,19,p,0,,,,
0.23454,Experiment4Metamer_ResponseGroup1.m,2,1,1,19,19,p,0,,,,
0.0017424,Experiment4Metamer_ResponseGroup1.m,2,18,1,17,19,p,0,,,,
0.088863,Experiment4Metamer_ResponseGroup1.m,2,8,2,10,19,p,0,,,,
0.001816,Experiment4Metamer_ResponseGroup1.m,2,14,1,12,19,p,0,,,,
0.068283,Experiment4Metamer_ResponseGroup1.m,2,9,1,9,19,p,0,,,,
0.0017515,Experiment4Metamer_ResponseGroup1.m,1,10,1,3,20,q,0,,,,
0.0019701,Experiment4Metamer_ResponseGroup1.m,2,10,1,5,19,p,0,,,,
0.0017751,Experiment4Metamer_ResponseGroup1.m,2,15,2,19,19,p,0,,,,
0.064122,Experiment4Metamer_ResponseGroup1.m,2,17,1,3,19,p,0,,,,
0.10566,Experiment4Metamer_ResponseGroup1.m,2,2,1,12,19,p,0,,,,
0.0019573,Experiment4Metamer_ResponseGroup1.m,2,19,2,14,19,p,0,,,,
0.21465,Experiment4Metamer_ResponseGroup1.m,1,18,1,14,20,q,0,,,,
0.019355,Experiment4Metamer_ResponseGroup1.m,2,3,2,15,19,p,0,,,,
0.74335,Experiment4Metamer_ResponseGroup1.m,2,10,1,20,19,p,0,,,,
0.043868,Experiment4Metamer_ResponseGroup1.m,2,12,2,16,19,p,0,,,,
0.0017569,Experiment4Metamer_ResponseGroup1.m,1,2,2,14,20,q,0,,,,
0.0017842,Experiment4Metamer_ResponseGroup1.m,2,10,1,14,19,p,0,,,,
0.0019878,Experiment4Metamer_ResponseGroup1.m,1,1,1,4,20,q,0,,,,
0.10511,Experiment4Metamer_ResponseGroup1.m,2,16,2,2,19,p,0,,,,
0.19049,Experiment4Metamer_ResponseGroup1.m,1,6,1,12,20,q,0,,,,
0.0032954,Experiment4Metamer_ResponseGroup1.m,1,7,2,9,20,q,0,,,,
0.069763,Experiment4Metamer_ResponseGroup1.m,1,6,2,10,20,q,0,,,,
0.028971,Experiment4Metamer_ResponseGroup1.m,1,5,2,15,20,q,0,,,,
0.033234,Experiment4Metamer_ResponseGroup1.m,2,12,1,20,19,p,0,,,,
0.035525,Experiment4Metamer_ResponseGroup1.m,1,11,1,10,20,q,0,,,,
0.0017598,Experiment4Metamer_ResponseGroup1.m,1,20,1,10,20,q,0,,,,
0.38118,Experiment4Metamer_ResponseGroup1.m,1,3,2,6,20,q,0,,,,
0.5851,Experiment4Metamer_ResponseGroup1.m,1,3,2,4,20,q,0,,,,
0.0017457,Experiment4Metamer_ResponseGroup1.m,1,2,2,17,20,q,0,,,,
0.079302,Experiment4Metamer_ResponseGroup1.m,1,9,1,14,20,q,0,,,,
0.46033,Experiment4Metamer_ResponseGroup1.m,1,6,2,14,20,q,0,,,,
0.0018383,Experiment4Metamer_ResponseGroup1.m,2,9,2,6,19,p,0,,,,
0.12921,Experiment4Metamer_ResponseGroup1.m,1,14,2,4,20,q,0,,,,
0.062885,Experiment4Metamer_ResponseGroup1.m,1,14,2,5,20,q,0,,,,
0.21259,Experiment4Metamer_ResponseGroup1.m,1,11,2,10,20,q,0,,,,
0.036891,Experiment4Metamer_ResponseGroup1.m,1,17,1,9,20,q,0,,,,
0.19714,Experiment4Metamer_ResponseGroup1.m,1,18,1,6,20,q,0,,,,
0.057658,Experiment4Metamer_ResponseGroup1.m,1,11,1,9,20,q,0,,,,
0.0017538,Experiment4Metamer_ResponseGroup1.m,1,11,2,20,20,q,0,,,,
0.26047,Experiment4Metamer_ResponseGroup1.m,1,5,1,6,20,q,0,,,,
0.1781,Experiment4Metamer_ResponseGroup1.m,2,3,2,1,19,p,0,,,,
0.59891,Experiment4Metamer_ResponseGroup1.m,2,5,2,15,19,p,0,,,,
0.002018,Experiment4Metamer_ResponseGroup1.m,2,19,1,12,19,p,0,,,,
0.54863,Experiment4Metamer_ResponseGroup1.m,2,16,2,15,19,p,0,,,,
0.67662,Experiment4Metamer_ResponseGroup1.m,2,11,2,19,19,p,0,,,,
0.55024,Experiment4Metamer_ResponseGroup1.m,2,3,2,2,19,p,0,,,,
0.0021271,Experiment4Metamer_ResponseGroup1.m,1,13,2,19,20,q,0,,,,
0.2396,Experiment4Metamer_ResponseGroup1.m,2,17,2,18,19,p,0,,,,
0.0032048,Experiment4Metamer_ResponseGroup1.m,1,8,1,6,20,q,0,,,,
0.0017996,Experiment4Metamer_ResponseGroup1.m,2,19,1,15,19,p,0,,,,
0.042773,Experiment4Metamer_ResponseGroup1.m,1,12,1,13,20,q,0,,,,
0.95261,Experiment4Metamer_ResponseGroup1.m,2,12,2,6,19,p,0,,,,
0.12105,Experiment4Metamer_ResponseGroup1.m,2,5,1,19,19,p,0,,,,
0.0064058,Experiment4Metamer_ResponseGroup1.m,2,12,1,18,19,p,0,,,,
0.0018263,Experiment4Metamer_ResponseGroup1.m,1,5,2,7,20,q,0,,,,
0.14155,Experiment4Metamer_ResponseGroup1.m,1,3,2,13,20,q,0,,,,
0.0019886,Experiment4Metamer_ResponseGroup1.m,1,10,1,19,20,q,0,,,,
0.0017534,Experiment4Metamer_ResponseGroup1.m,1,7,1,3,20,q,0,,,,
0.0018257,Experiment4Metamer_ResponseGroup1.m,1,6,2,17,20,q,0,,,,
0.0017942,Experiment4Metamer_ResponseGroup1.m,1,6,2,12,20,q,0,,,,
0.0020105,Experiment4Metamer_ResponseGroup1.m,2,8,1,16,19,p,0,,,,
0.0017545,Experiment4Metamer_ResponseGroup1.m,2,10,2,12,19,p,0,,,,
0.072279,Experiment4Metamer_ResponseGroup1.m,1,18,1,13,20,q,0,,,,
0.095256,Experiment4Metamer_ResponseGroup1.m,1,16,2,17,20,q,0,,,,
0.015839,Experiment4Metamer_ResponseGroup1.m,1,3,1,12,20,q,0,,,,
0.0019695,Experiment4Metamer_ResponseGroup1.m,1,5,1,3,20,q,0,,,,
0.092896,Experiment4Metamer_ResponseGroup1.m,1,20,1,2,20,q,0,,,,
0.062386,Experiment4Metamer_ResponseGroup1.m,1,6,2,9,20,q,0,,,,
0.004806,Experiment4Metamer_ResponseGroup1.m,1,17,1,8,20,q,0,,,,
0.0017371,Experiment4Metamer_ResponseGroup1.m,1,1,1,11,20,q,0,,,,
0.051655,Experiment4Metamer_ResponseGroup1.m,2,8,1,7,19,p,0,,,,
0.17669,Experiment4Metamer_ResponseGroup1.m,2,7,1,12,19,p,0,,,,
0.012638,Experiment4Metamer_ResponseGroup1.m,2,11,1,8,19,p,0,,,,
0.0020168,Experiment4Metamer_ResponseGroup1.m,2,4,1,5,19,p,0,,,,
0.089272,Experiment4Metamer_ResponseGroup1.m,1,8,1,5,20,q,0,,,,
0.0019653,Experiment4Metamer_ResponseGroup1.m,2,7,2,7,19,p,0,,,,
0.0053132,Experiment4Metamer_ResponseGroup1.m,2,4,2,3,19,p,0,,,,
0.025376,Experiment4Metamer_ResponseGroup1.m,1,12,1,3,20,q,0,,,,
0.01944,Experiment4Metamer_ResponseGroup1.m,1,17,1,9,20,q,0,,,,
0.54156,Experiment4Metamer_ResponseGroup1.m,1,12,2,4,20,q,0,,,,
0.2713,Experiment4Metamer_ResponseGroup1.m,1,11,1,15,20,q,0,,,,
0.082065,Experiment4Metamer_ResponseGroup1.m,1,14,2,10,20,q,0,,,,
0.69873,Experiment4Metamer_ResponseGroup1.m,1,4,1,1,20,q,0,,,,
0.0018003,Experiment4Metamer_ResponseGroup1.m,1,3,2,5,20,q,0,,,,
0.078848,Experiment4Metamer_ResponseGroup1.m,2,17,1,13,19,p,0,,,,
0.083407,Experiment4Metamer_ResponseGroup1.m,2,10,2,7,19,p,0,,,,
0.148,Experiment4Metamer_ResponseGroup1.m,1,2,2,20,20,q,0,,,,
0.0017947,Experiment4Metamer_ResponseGroup1.m,1,5,1,7,20,q,0,,,,
0.0045197,Experiment4Metamer_ResponseGroup1.m,1,3,1,18,20,q,0,,,,
0.012834,Experiment4Metamer_ResponseGroup1.m,1,8,2,8,20,q,0,,,,
0.0017423,Experiment4Metamer_ResponseGroup1.m,1,5,1,10,20,q,0,,,,
0.43843,Experiment4Metamer_ResponseGroup1.m,1,8,2,2,20,q,0,,,,
0.0018289,Experiment4Metamer_ResponseGroup1.m,1,10,1,19,20,q,0,,,,
0.0017528,Experiment4Metamer_ResponseGroup1.m,1,16,1,2,20,q,0,,,,
0.29574,Experiment4Metamer_ResponseGroup1.m,1,5,1,13,20,q,0,,,,
0.13505,Experiment4Metamer_ResponseGroup1.m,1,12,1,19,20,q,0,,,,
0.21145,Experiment4Metamer_ResponseGroup1.m,1,16,2,15,20,q,0,,,,
0.18033,Experiment4Metamer_ResponseGroup1.m,1,5,1,9,20,q,0,,,,
0.33623,Experiment4Metamer_ResponseGroup1.m,1,10,2,8,20,q,0,,,,
0.26891,Experiment4Metamer_ResponseGroup1.m,1,14,2,16,20,q,0,,,,
0.11391,Experiment4Metamer_ResponseGroup1.m,1,7,2,18,20,q,0,,,,
0.051737,Experiment4Metamer_ResponseGroup1.m,1,13,2,2,20,q,0,,,,
0.21693,Experiment4Metamer_ResponseGroup1.m,1,6,1,5,20,q,0,,,,
0.15481,Experiment4Metamer_ResponseGroup1.m,1,8,2,16,20,q,0,,,,
0.5763,Experiment4Metamer_ResponseGroup1.m,1,14,2,11,20,q,0,,,,
0.0019748,Experiment4Metamer_ResponseGroup1.m,1,19,2,8,20,q,0,,,,
0.30709,Experiment4Metamer_ResponseGroup1.m,1,18,1,16,20,q,0,,,,
0.34938,Experiment4Metamer_ResponseGroup1.m,1,16,1,13,20,q,0,,,,
0.018074,Experiment4Metamer_ResponseGroup1.m,1,13,1,17,20,q,0,,,,
0.0018369,Experiment4Metamer_ResponseGroup1.m,1,12,1,7,20,q,0,,,,
0.17024,Experiment4Metamer_ResponseGroup1.m,1,4,2,5,20,q,0,,,,
0.060278,Experiment4Metamer_ResponseGroup1.m,1,19,2,2,20,q,0,,,,
0.063706,Experiment4Metamer_ResponseGroup1.m,1,20,1,4,20,q,0,,,,
0.03092,Experiment4Metamer_ResponseGroup1.m,1,9,1,12,20,q,0,,,,
0.0044864,Experiment4Metamer_ResponseGroup1.m,2,9,1,8,19,p,0,,,,
0.04924,Experiment4Metamer_ResponseGroup1.m,1,13,2,9,20,q,0,,,,
0.14183,Experiment4Metamer_ResponseGroup1.m,1,8,2,4,20,q,0,,,,
0.10241,Experiment4Metamer_ResponseGroup1.m,1,16,1,8,20,q,0,,,,
0.0536,Experiment4Metamer_ResponseGroup1.m,1,13,1,1,20,q,0,,,,
0.0017907,Experiment4Metamer_ResponseGroup1.m,1,13,2,12,20,q,0,,,,
0.012668,Experiment4Metamer_ResponseGroup1.m,1,18,2,15,20,q,0,,,,
0.11046,Experiment4Metamer_ResponseGroup1.m,1,14,2,8,20,q,0,,,,
0.077419,Experiment4Metamer_ResponseGroup1.m,1,10,2,6,20,q,0,,,,
0.09394,Experiment4Metamer_ResponseGroup1.m,1,7,2,13,20,q,0,,,,
0.042251,Experiment4Metamer_ResponseGroup1.m,2,17,2,1,19,p,0,,,,
0.0020088,Experiment4Metamer_ResponseGroup1.m,2,13,2,14,19,p,0,,,,
0.16943,Experiment4Metamer_ResponseGroup1.m,2,20,1,1,19,p,0,,,,
0.034197,Experiment4Metamer_ResponseGroup1.m,2,20,2,2,19,p,0,,,,
0.2454,Experiment4Metamer_ResponseGroup1.m,2,10,1,11,19,p,0,,,,
0.0017473,Experiment4Metamer_ResponseGroup1.m,1,8,2,12,20,q,0,,,,
0.014942,Experiment4Metamer_ResponseGroup1.m,1,19,2,12,20,q,0,,,,
0.0018265,Experiment4Metamer_ResponseGroup1.m,1,17,1,19,20,q,0,,,,
0.26484,Experiment4Metamer_ResponseGroup1.m,1,19,2,4,20,q,0,,,,
0.011024,Experiment4Metamer_ResponseGroup1.m,1,5,2,1,20,q,0,,,,
0.0020142,Experiment4Metamer_ResponseGroup1.m,1,18,1,5,20,q,0,,,,
0.011483,Experiment4Metamer_ResponseGroup1.m,1,15,1,5,20,q,0,,,,
0.0017495,Experiment4Metamer_ResponseGroup1.m,2,7,2,5,19,p,0,,,,
0.0707,Experiment4Metamer_ResponseGroup1.m,1,8,2,20,20,q,0,,,,
0.34851,Experiment4Metamer_ResponseGroup1.m,1,8,2,13,20,q,0,,,,
0.14039,Experiment4Metamer_ResponseGroup1.m,1,2,2,12,20,q,0,,,,
0.0017493,Experiment4Metamer_ResponseGroup1.m,1,17,2,15,20,q,0,,,,
0.032307,Experiment4Metamer_ResponseGroup1.m,1,1,2,8,20,q,0,,,,
0.0017413,Experiment4Metamer_ResponseGroup1.m,2,2,1,18,19,p,0,,,,
0.13855,Experiment4Metamer_ResponseGroup1.m,1,1,2,14,20,q,0,,,,
0.6235,Experiment4Metamer_ResponseGroup1.m,1,20,2,18,20,q,0,,,,
0.18648,Experiment4Metamer_ResponseGroup1.m,1,6,1,17,20,q,0,,,,
0.016454,Experiment4Metamer_ResponseGroup1.m,1,9,2,10,20,q,0,,,,
0.001761,Experiment4Metamer_ResponseGroup1.m,1,7,2,20,20,q,0,,,,
0.167,Experiment4Metamer_ResponseGroup1.m,1,13,2,15,20,q,0,,,,
0.11319,Experiment4Metamer_ResponseGroup1.m,1,10,2,19,20,q,0,,,,
0.19203,Experiment4Metamer_ResponseGroup1.m,1,10,2,12,20,q,0,,,,
0.0017604,Experiment4Metamer_ResponseGroup1.m,1,14,1,17,20,q,0,,,,
0.095958,Experiment4Metamer_ResponseGroup1.m,1,10,1,1,20,q,0,,,,
0.91855,Experiment4Metamer_ResponseGroup1.m,2,11,1,18,19,p,0,,,,
0.0017597,Experiment4Metamer_ResponseGroup1.m,2,13,2,13,19,p,0,,,,
0.24312,Experiment4Metamer_ResponseGroup1.m,1,9,2,9,20,q,0,,,,
0.72586,Experiment4Metamer_ResponseGroup1.m,1,2,1,5,20,q,0,,,,
0.0021124,Experiment4Metamer_ResponseGroup1.m,1,2,2,2,20,q,0,,,,
0.067755,Experiment4Metamer_ResponseGroup1.m,1,17,2,18,20,q,0,,,,
0.10772,Experiment4Metamer_ResponseGroup1.m,1,9,1,6,20,q,0,,,,
0.016728,Experiment4Metamer_ResponseGroup1.m,1,5,1,16,20,q,0,,,,
0.26568,Experiment4Metamer_ResponseGroup1.m,1,9,2,19,20,q,0,,,,
